cd_cvm,dt_fim_exerc,ativo_total,ativo_financeiro,ativo_operacional,ativo_circulante,passivo,passivo_financeiro,passivo_operacional,patrimonio_liquido,passivo_circulante,lucro_liquido,receita_vendas,protecao_fiscal,res_opera_liq,res_opera_liq_cont,resultado_financeiro,fco,fco_investimento,fco_financeiro,ativo_operacional_liq,passivo_financeiro_liq,resultado_fin_liq
16292,2018,42382377.0,0.0,42382377.0,19030900.0,3.48506e+17,64080000000000.0,3.4844192e+17,7.531777e+16,1.448864e+17,293660000000000.0,3.0188421e+17,-7621011600000001.0,1.50873884e+16,-6351331600000001.0,-2.241474e+16,-411630000000000.0,-1307490000000000.0,-1210100000000000.0,-3.484419199576176e+17,64080000000000.0,-1.47937284e+16
16306,2018,2542246.0,3864700.0,-1322454.0,1253142.0,2.787555e+16,7710500000000000.0,2.016505e+16,-2453090000000000.0,9945620000000000.0,9.71e+16,1487240000000000.0,-572845600000000.0,9.82119944e+16,-4958675600000000.0,-1684840000000000.0,-606320000000000.0,-112150000000000.0,-335870000000000.0,-2.0165050001322456e+16,7710499996135300.0,-1111994400000000.0
16497,2018,304078.0,18865.0,285213.0,3328.0,1057560000000000.0,1870690000000000.0,-813130000000000.0,1983220000000000.0,179870000000000.0,75570000000000.0,0.0,-13331400000000.0,101448600000000.0,319538600000000.0,-39210000000000.0,107600000000000.0,-130000000000000.0,-17240000000000.0,813130000285213.0,1870689999981135.0,-25878600000000.0
16632,2018,853849.0,0.0,853849.0,261122.0,6662040000000000.0,1602000000000000.0,5060040000000000.0,1876450000000000.0,1891550000000000.0,1082490000000000.0,7351420000000000.0,-100235400000000.0,1277064600000000.0,270144600000000.0,-294810000000000.0,6916590000000000.0,-8806990000000000.0,2072630000000000.0,-5060039999146151.0,1602000000000000.0,-194574600000000.0
16659,2018,30560958.0,1313350.0,29247608.0,21952361.0,2.2917237e+17,797430000000000.0,2.2837494e+17,7.643721e+16,1.6798875e+17,1015170000000000.0,1.7821958e+17,3148151800000000.0,-5095948200000000.0,6982651800000000.0,9259270000000000.0,1.343746e+16,-8077790000000000.0,5065430000000000.0,-2.283749399707524e+17,797429998686650.0,6111118200000000.0
16993,2018,1338612.0,8824.0,1329788.0,417979.0,4697570000000000.0,583530000000000.0,4114040000000000.0,8688550000000000.0,1371790000000000.0,-20760000000000.0,3164170000000000.0,279537800000000.03,-563392200000000.0,472537800000000.0,822170000000000.0,8326830000000000.0,-1.206267e+16,6442680000000000.0,-4114039998670212.0,583529999991176.0,542632200000000.0
17329,2018,23735545.0,0.0,23735545.0,4556677.0,1.7414968e+17,6.139437e+16,1.1275531e+17,6.320577e+16,4.170261e+16,8.928258e+16,8.794792e+16,-2377603000000000.0,9.3897927e+16,2.7769417e+16,-6992950000000000.0,1.527405e+16,-7043070000000000.0,-4377160000000000.0,-1.1275530997626445e+17,6.139437e+16,-4615347000000000.0
17450,2018,27134113.0,0.0,27134113.0,4073989.0,1.883949e+17,1.99303e+16,1.684646e+17,8.294623e+16,2.473318e+16,-3984340000000000.0,6.584936e+16,-4111739000000000.5,3997270999999999.5,1.0711281e+16,-1.209335e+16,-548310000000000.0,-561230000000000.0,-119760000000000.0,-1.684645999728659e+17,1.99303e+16,-7981611000000000.0
17639,2018,31957889.0,0.0,31957889.0,5998126.0,1.2163052e+17,2273950000000000.0,1.1935657e+17,1.9794837e+17,7.075379e+16,29790000000000.0,1.6981329e+17,-1826932200000000.2,3576187800000000.0,2.89974078e+16,-5373330000000000.0,-441150000000000.0,-273470000000000.0,786550000000000.0,-1.1935656996804211e+17,2273950000000000.0,-3546397800000000.0
17671,2018,102561318.0,21098565.0,81462753.0,18362992.0,3.0954291e+17,7.683622e+16,2.3270669e+17,7.1607027e+17,1.716082e+17,1.392856e+16,4.346274e+17,6212320200000000.0,1869350200000000.0,7.72233702e+16,1.827153e+16,2226690000000000.0,-1998940000000000.0,-1066350000000000.0,-2.3270668991853725e+17,7.683621997890144e+16,1.20592098e+16
17892,2018,2858331.0,5.0,2858326.0,409649.0,1.517204e+16,1208960000000000.0,1.396308e+16,1.341127e+16,2995570000000000.0,106230000000000.0,9215150000000000.0,-194439200000000.0,483670800000000.0,407230800000000.0,-571880000000000.0,3887300000000000.0,-1083900000000000.0,-2448950000000000.0,-1.3963079997141674e+16,1208959999999995.0,-377440800000000.0
17914,2018,122689.0,509420.0,-386731.0,28685.0,7355000000000000.0,1.7025742e+17,-1.6290242e+17,-6128110000000000.0,6974800000000000.0,6361820000000000.0,26990000000000.0,-220510400000000.03,6789869600000000.0,-687760400000000.0,-648560000000000.0,5166960000000000.0,-2.138832e+16,1.703411e+16,1.6290241999961328e+17,1.702574199994906e+17,-428049600000000.0
17973,2018,30645039.0,0.0,30645039.0,5563269.0,1.4638209e+17,5.6153528e+17,-4.1515319e+17,1.600683e+17,2.565498e+16,2101160000000000.0,6.060708e+16,457269400000000.06,1213519400000000.0,1.30409194e+16,1344910000000000.0,807480000000000.0,-727060000000000.0,-335980000000000.0,4.1515319003064506e+17,5.6153528e+17,887640600000000.0
18287,2018,86121.0,0.0,86121.0,49512.0,111600000000000.0,1.986442e+16,-1.975282e+16,749610000000000.0,111520000000000.0,2100800000000000.0,127620000000000.0,6708200000000.0,2087778200000000.0,7208200000000.0,19730000000000.0,4360730000000000.0,-2128670000000000.0,-3095380000000000.0,1.975282000008612e+16,1.986442e+16,13021800000000.0
18368,2018,4470161.0,0.0,4470161.0,1219177.0,2.83474e+16,1.153618e+17,-8.70144e+16,1.635421e+16,1.421223e+16,1.16106e+16,1.318862e+16,-495978400000000.06,1.25733816e+16,3521891600000000.0,-1458760000000000.0,4873220000000000.0,-1833930000000000.0,-4609290000000000.0,8.701440000447016e+16,1.153618e+17,-962781600000000.0
18376,2018,18542224.0,0.0,18542224.0,2899644.0,7.242699e+16,1.0028461e+17,-2.785762e+16,1.1299525e+17,6266980000000000.0,1657820000000000.0,3.184654e+16,-483527600000000.06,2596432400000000.0,1.98910624e+16,-1422140000000000.0,530120000000000.0,4990000000000.0,-333950000000000.0,2.7857620018542224e+16,1.0028461e+17,-938612400000000.0
18414,2018,64151.0,34838192.0,-34774041.0,6028.0,508560000000000.0,9.720234e+16,-9.669378e+16,132950000000000.0,46280000000000.0,2.315407e+16,0.0,1693200000000.0,2.31507832e+16,109733200000000.0,4980000000000.0,1874120000000000.0,-493310000000000.0,-3063650000000000.0,9.669377996522595e+16,9.720233996516181e+16,3286800000000.0
18465,2018,30499395.0,606167.0,29893228.0,16211707.0,2.0699366e+17,1.561924e+16,1.9137442e+17,9.800029e+16,6.336798e+16,5474400000000000.0,9.0697983e+17,-386022400000000.0,6223737600000000.0,1.20725376e+16,-1135360000000000.0,7888220000000000.0,-2.757894e+16,2.020697e+16,-1.9137441997010678e+17,1.5619239999393832e+16,-749337600000000.0
18660,2018,42211530.0,0.0,42211530.0,9402316.0,2.9679147e+17,1.663017e+16,2.801613e+17,1.2532383e+17,8.415132e+16,2.545101e+16,2.8136627e+17,-3749135800000000.5,3.27287442e+16,2.89376842e+16,-1.102687e+16,3748600000000000.0,380010000000000.0,-3975160000000000.0,-2.8016129995778848e+17,1.663017e+16,-7277734200000000.0
18708,2018,663835.0,0.0,663835.0,290718.0,1380260000000000.0,0.0,1380260000000000.0,5258090000000000.0,838680000000000.0,1.309377e+16,3748660000000000.0,60679800000000.01,1.29759798e+16,238319800000000.0,178470000000000.0,2.081869e+16,-1.587256e+16,-7531890000000000.0,-1380259999336165.0,0.0,117790200000000.0
