,cd_cvm,dt_fim_exerc,ativo_operacional,passivo_operacional,ativo_operacional_liquido,ativo_financeiro,passivo_financeiro,passivo_financeiro_liquido,patrimonio_liquido,resultado_operacional_liquido,resultado_operacional_liquido_continuado,resultado_financeiro,protecao_fiscal,resultado_financeiro_liquido,resultado_abrangente,lucro_liquido,lucro_abrangente,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financeiro,ativo_circulante,passivo_circulante,receita_vendas,liquidez_corrente,margem_operacional_liquida_continuada,margem_operacional_liquida,giro,rspla,rspl,alavancagem,raol,cpfl,spread
1567,8192,2017,186390,76589,109801,0,8663,8663,101138,5858.4,5858.4,-2990,-1016.6,-1973.4,0.0,3885,3885.0,27018,-15311,-8371,14907,23654,102291,0.6302105352160311,0.057271900753731994,0.057271900753731994,0.9316035373084034,0.03841286163459827,0.03841286163459827,0.08565524333089441,0.05335470533055254,-0.2277963753895879,-0.17444167005903538
1568,9342,2017,950172,477280,472892,0,46145,46145,426747,72982.82,72982.82,-19977,-6792.18,-13184.82,0.0,59798,59798.0,40885,-43247,38812,705024,403768,2258246,1.7461116284599076,0.032318365669639186,0.032318365669639186,4.775394804733428,0.1401251795560367,0.1401251795560367,0.1081319845247887,0.1543329555162701,-0.28572586412395706,-0.13139290860768696
1569,8656,2017,49530262,24993327,24536935,821518,2016100,1194582,23342353,388394.5,388394.5,-1201525,-408518.50000000006,-793006.5,87196.0,-404612,-317416.0,2050975,-535481,-4107616,18028804,7727031,36917619,2.3332123295480502,0.010520572846260751,0.010520572846260751,1.5045733707164322,-0.013598286342426576,-0.017333813776186147,0.051176588752642034,0.01582897374916631,-0.6638359694018493,-0.648006995652683
1570,94,2017,578069,368445,209624,202881,62871,-140010,349634,26386.14,26386.14,-13779,-4684.860000000001,-9094.14,0.0,17292,17292.0,27163,-15449,-29407,556924,187068,813954,2.9771206192400625,0.03241723733773653,0.03241723733773653,3.8829237110254553,0.049457432629549755,0.049457432629549755,-0.4004473249169131,0.12587365950463686,0.06495350332119133,0.19082716282582818
1571,3204,2017,4310262,2359361,1950901,415937,28224,-387713,2338614,388008.54,388008.54,5631,1914.5400000000002,3716.46,3394.0,391725,395119.0,509989,-389292,126982,1072322,836816,1017226,1.2814310433834917,0.38143789089150293,0.38143789089150293,0.5214134392262857,0.16895434646333254,0.16750305950447572,-0.16578751345882647,0.19888684254095926,-0.00958559553071473,0.18930124701024453
1572,8133,2017,7465298,3807373,3657925,82360,516839,434479,3223446,787525.66,787525.66,-83101,-28254.340000000004,-54846.659999999996,41925.0,732679,774604.0,845590,-545516,-129232,4907941,2941712,7444305,1.6683961584274736,0.10578901052549566,0.10578901052549566,2.03511690370907,0.24030307937530207,0.22729681216933678,0.13478711912654967,0.21529300354709296,-0.12623546822746323,0.08905753531962973
1573,6173,2017,767181,679478,87703,1777,534713,532936,-445233,-213240.56,-207935.56,-110284,-37496.560000000005,-72787.44,-7893.0,-286028,-293921.0,34547,-20776,-32906,451459,965691,695258,0.46749840269817156,-0.29907683190988094,-0.30670709290651815,7.927414113542296,0.6601509771288292,0.6424231806716932,-1.1969822542354227,-2.370905898315907,-0.1365782007595659,-2.507484099075473
1574,2429,2017,1493107,1006213,486894,8732,154905,146173,340721,-38011.04000000001,-38011.04000000001,-106306,-36144.04,-70161.95999999999,-8835.0,-108173,-117008.0,77919,39634,-144489,345461,301759,859169,1.1448241808860713,-0.04424163348537949,-0.04424163348537949,1.7645914716550215,-0.3434129390322287,-0.31748263241772595,0.42901083291021097,-0.07806840914038786,-0.4799926114945988,-0.5580610206349866
1575,21091,2017,9465574,3984431,5481143,0,764824,764824,4716319,321049.58,321049.58,-206113,-70078.42,-136034.58000000002,18694.0,185015,203709.0,404698,-416182,-331943,3023458,1551576,3990866,1.9486367409653154,0.08044609365486088,0.08044609365486088,0.7281083525826638,0.04319237099950194,0.039228686609196706,0.16216545148875638,0.05857347272275144,-0.17786390071441274,-0.1192904279916613
1576,2437,2018,174802104,112946153,61855951,6408104,12255107,5847003,56008948,13729105.18,15608148.18,-578073,-196544.82,-381528.18,-1340012.0,13347577,12007565.0,2410161,421308,-3068044,46845413,36523971,24975747,1.2825936424054218,0.6249321864126827,0.549697479719025,0.40377274290067905,0.21438654766377688,0.2383115105107848,0.10439408717335666,0.25233058303476735,-0.06525192136894747,0.18707866166581988
1577,14451,2018,3741671,2615254,1126417,0,333847,333847,792570,190323.66,190323.66,-113051,-38437.340000000004,-74613.66,-39908.0,115710,75802.0,0,0,0,1842353,1928843,2590210,0.9551596475192642,0.07347808092780123,0.07347808092780123,2.2995125251128137,0.0956407635918594,0.145993413830955,0.4212208385379209,0.16896376741473185,-0.2234965717828826,-0.05453280436815075
1578,15083,2018,104187,7812618,-7708431,0,412125,412125,-8120556,-57869.479999999996,-57869.479999999996,-22322,-7589.4800000000005,-14732.52,0.0,-72602,-72602.0,1877,-285,-1879,29229,7050070,51783,0.00414591628168231,-1.1175381882084854,-1.1175381882084854,-0.006717709479399894,0.008940520821480696,0.008940520821480696,-0.050750835287633016,0.007507296880519524,-0.035747697907188354,-0.028240401026668832
1579,15423,2018,11229,8209,3020,0,0,0,3020,5044.62,5044.62,3093,1051.6200000000001,2041.3799999999999,0.0,7086,7086.0,718,0,-697,11176,134,5469,83.40298507462687,0.9224026330224904,0.9224026330224904,1.8109271523178807,2.3463576158940396,2.3463576158940396,0.0,1.6704039735099336,0.0,1.6704039735099336
1580,22594,2018,2244231,959206,1285025,0,59213,59213,1225812,91927.95999999999,91727.95999999999,-26206,-8910.04,-17295.96,-9721.0,74632,64911.0,145383,-543527,475991,409022,317022,314546,1.2902006800789851,0.291620176381197,0.2922560134288784,0.24477811715725376,0.05295347084218461,0.06088372442103683,0.04830512346102012,0.07138223769965564,-0.2920973434887609,-0.22071510578910525
1581,15091,2018,37117950,4594293,32523657,0,0,0,32523657,5124915.3,5124915.3,-2755,-936.7,-1818.3,1656983.0,5123097,6780080.0,-2108294,2578109,-554218,584397,340,0,1718.8147058823529,0.0,0.0,0.0,0.20846610207456068,0.15751909448559245,0.0,0.15757500148276682,0.0,0.15757500148276682
1582,20990,2018,11110456,8766765,2343691,1920738,727314,-1193424,3537115,-24133.560000000056,-24133.560000000056,-566334,-192553.56000000003,-373780.43999999994,941.0,-397914,-396973.0,431164,671156,548128,7032072,3209425,6488473,2.1910691167420957,-0.0037194514025102755,-0.0037194514025102755,2.7684848386583383,-0.11223073041164904,-0.11249676643253047,-0.3374003955200778,-0.010297244815976192,0.313200036198367,0.3029027913823908
1583,15253,2018,32879278,28283521,4595757,3538730,2086959,-1451771,6047528,1806999.3599999999,1806999.3599999999,-950496,-323168.64,-627327.36,-44787.0,1179672,1134885.0,-968278,-3231188,3984723,11037151,7537834,15787581,1.4642337573366566,0.11445701276211978,0.11445701276211978,3.435251472173137,0.18766097486444047,0.19506681076962357,-0.2400602361824534,0.39318862159161155,0.432111786225238,0.8253004078168495
1584,15539,2018,46542961,26161635,20381326,21517,2826048,2804531,17576795,2365468.56,2365468.56,-1168966,-397448.44,-771517.56,40204.0,1593951,1634155.0,1328445,-4372826,3121622,11497466,8030288,25953659,1.431762596808483,0.0911420066049261,0.0911420066049261,1.2734038501714755,0.09297229671279661,0.09068496275913783,0.15955872501215382,0.11606058212306697,-0.2750968201100291,-0.15903623798696215
1585,24660,2018,295635,157922,137713,17570,55795,38225,99488,16467.42,16467.42,-16137,-5486.580000000001,-10650.419999999998,0.0,5817,5817.0,8996,-43640,8073,152919,116278,507618,1.3151154990625913,0.03244057539330756,0.03244057539330756,3.6860572349741854,0.058469363139273076,0.058469363139273076,0.38421719202315857,0.11957781763522687,-0.2786244604316546,-0.15904664279642775
1586,16101,2018,2421424,1684694,736730,104856,348395,243539,493191,-368132.14,-368132.14,-80521,-27377.140000000003,-53143.86,0.0,-421276,-421276.0,31450,-3061,-24612,1683371,1039015,960891,1.620160440417126,-0.38311540018586915,-0.38311540018586915,1.3042647917147394,-0.8541842815460947,-0.8541842815460947,0.4938026038593567,-0.49968392762613173,-0.21821498815384804,-0.7178989157799798
1587,16292,2018,41875342,30303211,11572131,507035,4547389,4040354,7531777,-2986873.16,-635133.1600000001,-2241474,-762101.16,-1479372.8399999999,129722.0,-4466246,-4336524.0,295685,-1415879,73924,19030900,14488640,30188421,1.3135049252379796,-0.02103896590020393,-0.09894101980358629,2.6087175300728966,-0.5757637274709541,-0.5929870201945703,0.5364410019043315,-0.05488471915846789,-0.3661493126592372,-0.4210340318177051
1588,23000,2018,2289213,2094030,195183,482842,401730,-81112,276295,117284.62,117284.62,-123157,-41873.380000000005,-81283.62,0.0,36001,36001.0,210782,-515665,341348,1264930,1466062,1118461,0.8628079849283318,0.10486250302871535,0.10486250302871535,5.7303197512078405,0.13029913679219673,0.13029913679219673,-0.29357027814473663,0.6008956722665396,1.0021158398264127,1.6030115120929525
1589,18708,2018,663835,138026,525809,0,0,0,525809,23831.98,23831.98,17847,6067.9800000000005,11779.02,10903.0,35611,46514.0,55179,2916,-41748,290718,83868,374866,3.466375733295178,0.06357466401327408,0.06357466401327408,0.712931882109283,0.08846177984781546,0.06772611347466476,0.0,0.04532440486944879,0.0,0.04532440486944879
1590,16497,2018,304078,99348,204730,0,6408,6408,198322,31953.86,31953.86,-3921,-1333.14,-2587.8599999999997,40668.0,29366,70034.0,-3914,19921,-16002,3328,17987,0,0.1850225162617446,0.0,0.0,0.0,0.3531327840582487,0.1480723268220369,0.03231109004548159,0.15607805402237093,-0.40384831460674153,-0.2477702605843706
1591,18287,2018,78624,11160,67464,7497,0,-7497,74961,720.8200000000002,720.8200000000002,1973,670.82,1302.1799999999998,574.0,2023,2597.0,-1606,-78,-6948,49512,11152,12762,4.43974175035868,0.05648174267356215,0.05648174267356215,0.1891675560298826,0.03464468190125532,0.02698736676405064,-0.10001200624324649,0.01068451322186648,-0.17369347739095636,-0.1630089641690899
1592,16659,2018,20518559,22917237,-2398678,10042399,0,-10042399,7643721,698265.18,698265.18,925927,314815.18000000005,611111.82,17750.0,1309377,1327127.0,1031725,-168114,-1360714,21952361,16798875,17821958,1.3067756620607034,0.0391800485670542,0.0391800485670542,-7.42990847458475,0.17362316076162382,0.1713009933251096,-1.3138102502694695,-0.29110417488299806,-0.060853170641795844,-0.3519573455247939
1593,16632,2018,853849,572225,281624,0,93979,93979,187645,27014.46,27014.46,-29481,-10023.54,-19457.46,-2339.0,7557,5218.0,20677,-16631,-1737,261122,189155,735142,1.3804657555972615,0.03674726787477793,0.03674726787477793,2.6103670141749284,0.027807828612539637,0.040272855658290925,0.5008340216898931,0.09592385592137033,-0.20704050904989413,-0.1111166531285238
1594,16993,2018,1338612,463013,875599,0,6744,6744,868855,47253.78,47253.78,82217,27953.780000000002,54263.22,-22980.0,101517,78537.0,66142,71114,-41037,417979,137179,316417,3.0469605406075275,0.1493402061204044,0.1493402061204044,0.3613720435952988,0.09039137715729322,0.11683997905289145,0.0077619395641390105,0.053967375476673685,8.04614768683274,8.100115062309413
1595,20800,2018,809433,270285,539148,0,54776,54776,484372,114268.2,114268.2,-9120,-3100.8,-6019.2,-311.0,108249,107938.0,104890,-32775,-137305,337511,170642,1253779,1.9778893824498072,0.09113902848907184,0.09113902848907184,2.3254820568749213,0.2228411221127563,0.22348319060556762,0.1130866358914223,0.2119421754323488,-0.10988754198919234,0.10205463344315646
1596,18414,2018,64151,50856,13295,0,0,0,13295,10973.32,10973.32,498,169.32000000000002,328.67999999999995,-657.0,11302,10645.0,-11652,14923,0,6028,4628,0,1.3025064822817631,0.0,0.0,0.0,0.8006769462203837,0.8500940203083867,0.0,0.8253719443399774,0.0,0.8253719443399774
1597,17450,2018,27134113,17914586,9219527,0,924904,924904,8294623,1071128.1,1071128.1,-1209335,-411173.9,-798161.1,11095.0,272967,284062.0,2704713,-1411192,-1456801,4073989,2473318,6584936,1.6471755754820043,0.16266340325858902,0.16266340325858902,0.7142379430094408,0.034246523319986934,0.03290890978408542,0.11150645424150078,0.11618037454632978,-0.8629664267859151,-0.7467860522395853
1598,18660,2018,42211530,26315682,15895848,0,3363465,3363465,12532383,2893768.42,2893768.42,-1102687,-374913.58,-727773.4199999999,-186671.0,2165995,1979324.0,856686,-1850687,-364185,9402316,8415132,28136627,1.1173105781347221,0.10284702640440874,0.10284702640440874,1.7700614021976053,0.15793676270506574,0.1728318548834647,0.26838191906519293,0.18204555176924186,-0.21637609429561477,-0.03433054252637291
1599,17329,2018,23735545,16750086,6985459,0,664882,664882,6320577,2776941.7,2776941.7,-699295,-237760.30000000002,-461534.69999999995,342.0,2315407,2315749.0,3146706,-3212655,551671,4556677,4170261,8794792,1.0926599078570862,0.31574842247548324,0.31574842247548324,1.2590141893324405,0.366382531215109,0.36632842223107165,0.10519324422438014,0.3975317441559674,-0.6941603171690615,-0.29662857301309403
1600,22551,2018,3585942,2846747,739195,0,345446,345446,393749,-267922.3,-267922.3,-197745,-67233.3,-130511.7,0.0,-398434,-398434.0,-27494,-308457,78229,1356306,1239102,1866936,1.0945878547528776,-0.14350909725882408,-0.14350909725882408,2.5256339666799694,-1.0118984429166804,-1.0118984429166804,0.8773254027311815,-0.36245145056446537,-0.3778063720523613,-0.7402578226168266
1601,17639,2018,31173048,11464324,19708724,784841,698728,-86113,19794837,2899740.7800000003,2899740.7800000003,-537333,-182693.22,-354639.78,-142.0,2545101,2544959.0,6129387,-3830420,-4184155,5998126,7075379,16981329,0.8477462479395097,0.17076053234702657,0.17076053234702657,0.861614836150732,0.1285668075973548,0.12857398118509386,-0.004350275781508077,0.14712980809919507,4.118307108102146,4.265436916201341
1602,17671,2018,102561318,29490125,73071193,0,1464166,1464166,71607027,7722337.02,7722337.02,1827153,621232.02,1205920.98,7897.0,8928258,8936155.0,11941427,-5676333,-6934104,18362992,17160820,43462740,1.0700532958215283,0.17767717865923777,0.17767717865923777,0.5947999234116788,0.1247943864503689,0.12468410397767248,0.020447239067752386,0.10568237225851779,0.8236231274322721,0.9293054996907899
1603,17914,2018,122689,563088,-440399,0,172412,172412,-612811,-68776.04000000001,-68776.04000000001,-64856,-22051.04,-42804.96,0.0,-111581,-111581.0,-3307,0,0,28685,697480,2699,0.04112662728680392,-25.482045201926642,-25.482045201926642,-0.006128533443536429,0.18208060886635521,0.18208060886635521,-0.2813461246616004,0.15616756622971445,-0.24827135002204023,-0.09210378379232578
1604,17892,2018,2858331,1387075,1471256,0,130129,130129,1341127,40723.08,40723.08,-57188,-19443.920000000002,-37744.08,-1764.0,2979,1215.0,75226,-70298,-21996,409649,299557,921515,1.3675160320072641,0.0441914456085902,0.0441914456085902,0.6263457889041744,0.0009059544696363581,0.0022212661440713668,0.09702958780190094,0.027679125862528343,-0.29005125682976124,-0.2623721309672329
1605,17973,2018,29546854,14110692,15436162,1098185,527517,-570668,16006830,1304091.94,1304091.94,134491,45726.94,88764.06,0.0,1392856,1392856.0,1129440,-4789687,4224530,5563269,2565498,6060708,2.1684947717753045,0.21517155091451362,0.21517155091451362,0.3926304997317338,0.08701635489350483,0.08701635489350483,-0.03565153125259655,0.08448291356361769,-0.155544134242677,-0.0710612206790593
1606,18821,2018,29061511,19395175,9666336,1754487,2988089,1233602,8432734,1282584.02,1282584.02,-979397,-332994.98000000004,-646402.02,189504.0,636182,825686.0,3685677,-2296104,-2965407,4740722,5055624,9715859,0.9377125355841336,0.1320093282539403,0.1320093282539403,1.0051232442158022,0.09791438933090976,0.07544196223905557,0.1462873132248687,0.1326856442813492,-0.5239955998774322,-0.39130995559608295
1607,22454,2018,676871,346495,330376,5000,896,-4104,334480,13501.26,13501.26,-4361,-1482.74,-2878.26,-1480.0,10623,9143.0,-78943,-6405,70882,464486,207895,598383,2.23423362755237,0.022562907034457864,0.022562907034457864,1.8112181272247379,0.027334967711073906,0.03175974647213585,-0.012269791915809614,0.040866346223696635,0.7013304093567252,0.7421967555804219
1608,20575,2018,109208974,83276987,25931987,4936857,2922635,-2014222,27946209,5676381.199999999,5676381.199999999,-8282220,-2815954.8000000003,-5466265.199999999,1739113.0,210116,1949229.0,7442489,-1742735,-9989067,36899549,21601716,181680244,1.708176748550902,0.03124379995878913,0.03124379995878913,7.006028654880939,0.06974931734032333,0.007518586868079317,-0.07207496372763833,0.21889495779864457,2.713834522709016,2.9327294805076605
1609,19771,2018,15169456,7624279,7545177,0,1087096,1087096,6458081,150397.97999999998,150397.97999999998,-514453,-174914.02000000002,-339538.98,0.0,-189141,-189141.0,1007759,-1678785,1010344,1331976,2165113,3855913,0.6151992990666076,0.039004505547713335,0.039004505547713335,0.5110434122353922,-0.02928749267777843,-0.02928749267777843,0.16833111879519627,0.01993299560765771,-0.31233578267236745,-0.29240278706470973
1610,21431,2018,8924687,2182762,6741925,1632296,106548,-1525748,8267673,1129544.9,1135342.9,85,28.900000000000002,56.099999999999994,295.0,1129601,1129896.0,1066494,-170528,-771232,4318253,1419235,3724309,3.042662420247528,0.3048465903339384,0.3032897914754119,0.552410327910797,0.13666433106389186,0.13662864992362422,-0.18454382508838943,0.16840040492885933,-3.676885042615163e-05,0.1683636360784332
1611,20478,2018,2465661,4867802,-2402141,9967,1607306,1597339,-3999480,-538882.68,-538882.68,-465352,-158219.68000000002,-307132.31999999995,0.0,-846015,-846015.0,206937,57944,-281391,1921804,3583261,213455,0.5363282216952658,-2.524572767093767,-2.524572767093767,-0.08886031252953094,0.2115312490623781,0.2115312490623781,-0.3993866702671347,0.22433432508749487,-0.19227748148639703,0.03205684360109784
1612,18368,2018,4470161,2611032,1859129,0,223708,223708,1635421,352189.16000000003,352189.16000000003,-145876,-49597.840000000004,-96278.16,0.0,255911,255911.0,371635,-44433,-312939,1219177,1421223,1318862,0.8578365253025035,0.2670401907098696,0.2670401907098696,0.7093977878888448,0.15648019684228098,0.15648019684228098,0.13678924264761183,0.1894377205669967,-0.43037423784576323,-0.24093651727876653
1613,18376,2018,17861315,6884925,10976390,680909,357774,-323135,11299525,1989106.24,1989106.24,-142214,-48352.76,-93861.23999999999,73192.0,1895245,1968437.0,1314377,-102713,-1201509,2899644,626698,3184654,4.626860146354384,0.624591004234683,0.624591004234683,0.2901367389460469,0.17420528739039914,0.16772784696701853,-0.028597219794637384,0.1812167971436875,0.29047067015334144,0.47168746729702893
1614,19330,2018,3894920,1566558,2328362,26084,1386381,1360297,968065,-153265.82,-170491.82,-347923,-118293.82,-229629.18,-25561.0,-382895,-408456.0,357961,-42613,-571916,282321,1767393,1195768,0.15973866593338323,-0.1425793464953068,-0.1281735420248744,0.5135661894499223,-0.42193034558629844,-0.3955261268613161,1.4051711403676406,-0.07322393167385484,-0.16880812057954991,-0.24203205225340474
1615,20010,2018,25505996,16149256,9356740,0,2803869,2803869,6552871,1677565.44,1677565.44,-782584,-266078.56,-516505.44,-25428.0,1161060,1135632.0,1839009,-2384019,1116526,9429564,6442384,11252627,1.463676179501253,0.1490821156695232,0.1490821156695232,1.2026226014616201,0.17330296903448886,0.17718340556375975,0.4278840526541725,0.17928952177788418,-0.18421168749324593,-0.004922165715361748
1616,19879,2018,16886905,12478175,4408730,976798,1996036,1019238,3389492,595291.52,595291.52,-650772,-221262.48,-429509.52,0.0,165782,165782.0,41487,-1667121,2062748,5635370,5278409,11970547,1.0676266276448074,0.049729684031982836,0.049729684031982836,2.715191676514552,0.048910574209940605,0.048910574209940605,0.30070523842510916,0.13502562415933841,-0.4214025772194522,-0.2863769530601138
1617,18775,2018,25422008,21479497,3942511,96136,2246938,2150802,1791709,659495.22,659603.22,-1657117,-563419.78,-1093697.22,0.0,-434202,-434202.0,2316116,-617057,-1424948,1785610,4386393,4169606,0.4070793474273737,0.15819317700521343,0.15816727527732835,1.0576016148084304,-0.24233957634861464,-0.24233957634861464,1.2004192645122618,0.1673053594523896,-0.5085066965717904,-0.34120133711940076
1618,24490,2018,12073800,11631297,442503,547712,486433,-61279,503782,-43843.70000000001,-43843.70000000001,-114755,-39016.700000000004,-75738.29999999999,0.0,-119582,-119582.0,-63937,-3981156,5252323,2835922,1521841,621712,1.8634811389626118,-0.0705209164371928,-0.0705209164371928,1.4049893447050077,-0.23736854433068272,-0.23736854433068272,-0.12163793069224386,-0.09908113617308811,1.2359584849622218,1.1368773487891337
1619,18724,2018,10634336,674492,9959844,0,0,0,9959844,1213968.9,1213968.9,-35565,-12092.1,-23472.9,380785.0,1190496,1571281.0,-782477,1926295,-2355668,564861,457966,0,1.2334125240738396,0.0,0.0,0.0,0.15776160751112167,0.11952958299346857,0.0,0.12188633677394946,0.0,0.12188633677394946
1620,20788,2018,21771768,18824051,2947717,4732504,3668664,-1063840,4011557,3677887.56,34568.560000000056,-2308966,-785048.4400000001,-1523917.56,-3110555.0,2153970,-956585.0,1518753,-4344095,204095,11762957,8646390,29715176,1.3604471924120933,0.0011633301448391237,0.12377135373520924,10.08074248647343,-0.2384572872827184,0.536941142803156,-0.2651937888455779,0.011727231616875045,1.4324687546999548,1.4441959863168299
1621,18953,2018,15911636,9276426,6635210,0,1820603,1820603,4814607,1362879.96,1362879.96,-756406,-257178.04,-499227.95999999996,1304.0,863652,864956.0,1496256,59849,-1987220,1881721,2611780,3023909,0.7204745422661939,0.4507013802333337,0.4507013802333337,0.45573674382574175,0.17965246176894603,0.17938161930973806,0.3781415596330085,0.20540117946530703,-0.2742102259526102,-0.06880904648730315
1622,19763,2018,22597608,11706254,10891354,174463,1391236,1216773,9674581,1656524.5,1656524.5,-366325,-124550.50000000001,-241774.5,50812.0,1414750,1465562.0,1755460,-945692,-209534,7017730,4567831,13834220,1.5363374870917947,0.11974108406545508,0.11974108406545508,1.2702020336498108,0.15148583695769358,0.14623372319690123,0.1257700979504952,0.15209536849137398,-0.19870140116521323,-0.046606032673839254
1623,19062,2018,1881745,2026880,-145135,31375,157619,126244,-271379,-52214.32000000001,-52214.32000000001,-191898,-65245.32000000001,-126652.68,32231.0,-178867,-146636.0,-41163,-130749,-121010,104641,192665,127894,0.5431240754677809,-0.40826246735577904,-0.40826246735577904,-0.8812071519619664,0.54033657725911,0.6591040574252245,-0.46519443287800455,0.35976380611155134,-1.0032372231551598,-0.6434734170436085
1624,19100,2018,1358333,1184887,173446,0,90013,90013,83433,-185253.34,-185253.34,-57851,-19669.34,-38181.66,167991.0,-223435,-55444.0,-60632,-11215,-33587,364520,381569,1360433,0.9553186972736255,-0.13617233630763145,-0.13617233630763145,7.843553613228325,-0.6645332182709479,-2.678017091558496,1.0788656766507256,-1.0680750204674654,-0.42417939630942203,-1.4922544167768874
1625,22799,2018,143710,78122,65588,23720,3958,-19762,85350,4727.78,4737.78,-3033,-1031.22,-2001.78,0.0,2726,2726.0,10760,-13000,-1724,51722,33635,142109,1.5377434220306228,0.033339056639621695,0.033268688119682775,2.166692077819113,0.03193907439953134,0.03193907439953134,-0.23154071470415935,0.07223546990303104,0.10129440340046554,0.17352987330349656
1626,18970,2018,6721457,5958204,763253,881148,120927,-760221,1523474,495925.04,495925.04,-315094,-107131.96,-207962.03999999998,-16091.0,287963,271872.0,691659,-880699,207263,1596022,1441075,1923533,1.1075218153114863,0.25781987623815134,0.25781987623815134,2.5201774509893835,0.17845529362496504,0.189017338005112,-0.49900490589271623,0.6497518385122626,0.27355471632591044,0.923306554838173
1627,19453,2018,9959414,7882287,2077127,61521,1498329,1436808,640319,686226.04,704731.04,-460744,-156652.96000000002,-304091.04,0.0,382135,382135.0,1343746,-807779,506543,3088525,2008458,3169267,1.5377593158532565,0.22236404821682743,0.21652515865656002,1.5257935600471229,0.5967884757441213,0.5967884757441213,2.2438940590549397,0.3392816327552432,-0.21164347637262598,0.12763815638261722
1628,21237,2018,12092665,5718439,6374226,207017,297363,90346,6283880,1221082.12,1221082.12,-504332,-171472.88,-332859.12,15567.0,888223,903790.0,1527405,-704307,-437716,2146628,978764,3129107,2.193202855846762,0.39023341803268474,0.39023341803268474,0.49089991475043404,0.1438267439861996,0.14134945288579667,0.014377422866127297,0.19156555164501543,-3.6842706926704003,-3.492705141025385
1629,21555,2018,3919388,2963667,955721,26174,135312,109138,846583,217208.72,217208.72,-162592,-55281.280000000006,-107310.72,-1303.0,109898,108595.0,-54831,-56123,-11976,664992,1571592,2019260,0.42313272146969444,0.10756847558016303,0.10756847558016303,2.11281325826261,0.12827448696701918,0.12981361543995096,0.1289158889323315,0.22727210137686626,-0.9832571606589822,-0.7559850592821159
1630,19305,2018,238653,182972,55681,67030,16622,-50408,106089,-38697.7,-38697.7,-5855,-1990.7,-3864.3,80.0,-42562,-42482.0,-44115,-27347,78655,109853,41255,1566,2.662780269058296,-24.711174968071518,-24.711174968071518,0.028124494890537168,-0.40043736862445684,-0.4011914524597272,-0.47514822460387035,-0.6949893141286974,0.0766604507221076,-0.6183288634065898
1631,20613,2018,1022131,805309,216822,366688,496063,129375,87447,40266.8,40266.8,-69180,-23521.2,-45658.8,-1248.0,-5392,-6640.0,222669,-199894,-106635,981108,897015,1196896,1.0937475961940435,0.0336426890891105,0.0336426890891105,5.520177841731927,-0.07593170720550733,-0.061660205610255356,1.4794675632097156,0.18571362684598428,-0.35291826086956524,-0.16720463402358096
1632,23221,2018,1823393,825571,997822,606167,133446,-472721,1470543,219147.84,219147.84,-27074,-9205.16,-17868.84,0.0,201279,201279.0,388730,-108390,-244895,1143639,407265,1262486,2.808095466097013,0.17358437242076347,0.17358437242076347,1.2652416964147915,0.13687393024209424,0.13687393024209424,-0.3214601681147712,0.2196261858327437,0.03779997080730494,0.25742615664004864
1633,24392,2018,4174311,1270819,2903492,702363,0,-702363,3605855,674932.8,674932.8,171820,58418.8,113401.2,0.0,788334,788334.0,516696,-2138832,1703411,1275954,987496,4575898,1.2921105503212165,0.14749734369079032,0.14749734369079032,1.5759981429258285,0.218626095613939,0.218626095613939,-0.19478403873699857,0.23245553974317823,-0.1614566826555499,0.07099885708762832
1634,21717,2018,30016,69678,-39662,98281,0,-98281,58619,51569.56,51569.56,6984,2374.56,4609.4400000000005,-812.0,56179,55367.0,80748,-72706,-33598,121982,69290,126511,1.7604560542646848,0.407629059923643,0.407629059923643,-3.1897282033180376,0.9445231068424913,0.9583752708166294,-1.676606561012641,-1.3002259089304624,-0.046900621686796026,-1.3471265306172584
1635,80047,2018,3682087,1448770,2233317,0,233476,233476,1999841,231398.0,231398.0,-101300,-34442.0,-66858.0,158984.0,164540,323524.0,436073,-212867,-309538,684847,458957,1677470,1.4921811847297242,0.13794464282520702,0.13794464282520702,0.7511114633524931,0.16177486110145756,0.0822765409850083,0.116747281408872,0.10361180253407823,-0.2863591975192311,-0.18274739498515288
1636,24252,2018,2250668,1620898,629770,384460,0,-384460,1014230,499635.5,499635.5,221525,75318.5,146206.5,0.0,645842,645842.0,487322,-183393,-460929,2365789,1347684,987444,1.7554478646329554,0.5059886940423963,0.5059886940423963,1.5679438525175857,0.6367806118927659,0.6367806118927659,-0.3790658923518334,0.7933618622671769,-0.38029053737710034,0.41307132489007653
1637,20354,2018,2325009,1065223,1259786,0,319781,319781,940005,110303.38,110303.38,-103093,-35051.62,-68041.38,-92950.0,42262,-50688.0,53012,499,-33395,657974,710134,1119007,0.9265490738367689,0.09857255584638881,0.09857255584638881,0.8882516554398922,-0.05392311743022644,0.04495933532268445,0.34019074366625707,0.08755723591149608,-0.21277493034295347,-0.1252176944314574
1638,22357,2018,5505253,1400521,4104732,0,197999,197999,3906733,398213.4,398213.4,-53590,-18220.600000000002,-35369.399999999994,0.0,362844,362844.0,187412,-49331,-306365,344869,255072,374112,1.352045696901267,1.064422953554016,1.064422953554016,0.09114163847968637,0.09287657999663658,0.09287657999663658,0.050681477336690275,0.09701325202230013,-0.17863423552644203,-0.0816209835041419
