,cd_cvm,dt_fim_exerc,ativo_operacional,passivo_operacional,ativo_operacional_liquido,ativo_financeiro,passivo_financeiro,passivo_financeiro_liquido,patrimonio_liquido,resultado_operacional_liquido,resultado_operacional_liquido_continuado,resultado_financeiro,protecao_fiscal,resultado_financeiro_liquido,resultado_abrangente,lucro_liquido,lucro_abrangente,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financeiro,ativo_circulante,passivo_circulante,receita_vendas,liquidez_corrente,margem_operacional_liquida_continuada,margem_operacional_liquida,giro,rspla,rspl,alavancagem,raol,cpfl,spread
421,20907,2014,1288132,205693,1082439,122154,111214,-10940,1093379,18631.7,18631.7,-22245,-7563.3,-14681.7,0.0,3950,3950.0,70542,-32554,-43888,187779,175234,327342,1.0715899882442905,0.05691814677004479,0.05691814677004479,0.30241149847705046,0.003612653983659829,0.003612653983659829,-0.01000567964081988,0.017212702055265934,1.342020109689214,1.3592328117444799
422,21482,2014,6791519,3059106,3732413,0,980182,980182,2752231,-46072.08,-46072.08,-2362,-803.08,-1558.92,0.0,-47631,-47631.0,-597392,-1023041,1338786,738494,1280578,144579,0.5766880268128923,-0.3186637063473949,-0.3186637063473949,0.038736066989371216,-0.017306323488108375,-0.017306323488108375,0.3561408907900536,-0.012343778676154006,-0.0015904393265740444,-0.01393421800272805
423,21008,2014,3563163,2253853,1309310,82785,115638,32853,1276457,-42982.44,-42982.44,-308116,-104759.44,-203356.56,0.0,-246339,-246339.0,-89971,4048,92510,485225,287480,251095,1.6878565465423683,-0.17117999163663156,-0.17117999163663156,0.19177658461326957,-0.19298652441876224,-0.19298652441876224,0.025737647253295647,-0.03282831415020125,-6.189893160441969,-6.22272147459217
424,21040,2014,4353542,2564276,1789266,0,247312,247312,1541954,194075.52,194075.52,-68572,-23314.480000000003,-45257.52,0.0,148818,148818.0,-482046,-48198,953983,949722,406839,381861,2.334392720461903,0.5082360335305255,0.5082360335305255,0.2134176807696564,0.09651260673145892,0.09651260673145892,0.1603887016084786,0.10846655555965407,-0.18299767095814193,-0.07453111539848786
425,21016,2014,2847116,1092862,1754254,667070,28464,-638606,2392860,420191.42,420191.42,8263,2809.42,5453.58,0.0,425645,425645.0,487683,-1205110,758306,1475750,398765,2404464,3.700801223778416,0.17475471456424382,0.17475471456424382,1.3706475801109759,0.17788128014175505,0.17788128014175505,-0.2668798007405364,0.23952712663046513,-0.008539819544445245,0.2309873070860199
426,21130,2014,1102593,310001,792592,0,222366,222366,570226,36483.48,36483.48,3072,1044.48,2027.52,0.0,38511,38511.0,173712,-2035,-173341,812464,333812,370025,2.4338969240171116,0.09859733801770151,0.09859733801770151,0.46685432101257646,0.06753638031236738,0.06753638031236738,0.3899611732891871,0.04603059329390153,0.009117940692372034,0.05514853398627356
427,23396,2014,2241626,1480228,761398,443394,233597,-209797,971195,155661.38,155661.38,-65793,-22369.620000000003,-43423.38,0.0,112238,112238.0,122698,-387790,236605,668605,357769,970000,1.86881758900296,0.16047564948453608,0.16047564948453608,1.2739723508598657,0.11556690468958346,0.11556690468958346,-0.2160194399682865,0.20444154042957824,0.20697807880951585,0.4114196192390941
428,21903,2014,4227674,3305720,921954,0,114083,114083,807871,586325.04,586325.04,-279044,-94874.96,-184169.03999999998,0.0,402156,402156.0,973606,-602785,-574484,725124,374396,2214482,1.9367835126443658,0.2647684831034978,0.2647684831034978,2.401944131702883,0.49779729684565976,0.49779729684565976,0.14121437704782075,0.6359591042503205,-1.6143425400804676,-0.9783834358301471
429,80063,2014,12803774,3329459,9474315,0,0,0,9474315,226014.36,881255.36,-342446,-116431.64000000001,-226014.36,13653.0,0,13653.0,0,0,0,2131740,0,1918106,0.0,0.4594403854635771,0.11783204890657763,0.2024532644312544,0.0014410540498178497,0.0,0.0,0.09301520584865502,0.0,0.09301520584865502
430,80071,2014,29696348,15150688,14545660,0,1056353,1056353,13489307,1291158.68,1291158.68,-982848,-334168.32,-648679.6799999999,-80731.0,642479,561748.0,1117150,-331652,-635451,3565107,2970943,9062304,1.1999917198007501,0.14247576333788847,0.14247576333788847,0.6230245997775281,0.041643948054559066,0.04762876254502919,0.07831039800636164,0.08876590543158577,-0.6140747269142038,-0.525308821482618
431,23493,2014,2435867,880982,1554885,0,936574,936574,618311,10471147.48,10360689.48,-832828,-283161.52,-549666.48,-21189.0,9921481,9900292.0,-374856,196120,352133,548999,1454523,989088,0.37744263927074373,10.47499259924294,10.586669214468278,0.6361164973615412,16.011832233293603,16.046101395576013,1.514729642526172,6.663315602118485,-0.5868906034120102,6.076424998706474
432,21520,2014,1217715,659649,558066,1769,174157,172388,385678,-81395.32,-81395.32,-32598,-11083.320000000002,-21514.68,0.0,-102910,-102910.0,-57630,-4614,92749,324138,352347,51592,0.9199397185161219,-1.5776732826794853,-1.5776732826794853,0.0924478466704655,-0.2668288053765058,-0.2668288053765058,0.4469739005076774,-0.14585249773324305,-0.12480381465067174,-0.2706563123839148
433,23272,2014,2626148,986655,1639493,0,185278,185278,1454215,291462.9,291462.9,-29115,-9899.1,-19215.9,0.0,272247,272247.0,43715,-276808,159227,111106,230156,67968,0.482742140113662,4.288237111581921,4.288237111581921,0.04145671863191853,0.1872123448045853,0.1872123448045853,0.12740757040740194,0.17777623936180273,-0.10371387860404366,0.07406236075775907
434,22560,2014,1216348,583913,632435,0,210278,210278,422157,92741.8,92741.8,-89130,-30304.2,-58825.8,0.0,33916,33916.0,49368,-70448,70526,510320,387719,928535,1.316210967221106,0.0998797029729628,0.0998797029729628,1.4681904069192881,0.08033977880267294,0.08033977880267294,0.4981037860322108,0.14664242175085188,-0.27975251809509316,-0.13311009634424129
435,21342,2014,5994609,4105041,1889568,54939,3811134,3756195,-1866627,-4009765.98,-4060384.98,-344197,-117026.98000000001,-227170.02,141651.0,-4236936,-4095285.0,407722,-273429,68018,3734703,4891563,731084,0.7634989061778413,-5.553924008732238,-5.484685726947929,0.3869053667293265,2.1939492999940535,2.269835376858901,-2.0122900825928265,-2.1488430053853578,-0.0604787610866848,-2.2093217664720424
436,23426,2014,810762,396273,414489,0,30460,30460,384029,35312.979999999996,35312.979999999996,-13553,-4608.02,-8944.98,0.0,26368,26368.0,27675,-111947,72344,81575,78908,114453,1.0337988543620418,0.3085369540335334,0.3085369540335334,0.27613036775402966,0.06866148129438142,0.06866148129438142,0.07931692658627343,0.08519642258298772,-0.29366316480630333,-0.20846674222331563
437,23248,2014,824091,319294,504797,119993,28488,-91505,596302,148202.68,148202.68,16502,5610.68,10891.32,0.0,159094,159094.0,87513,-1090,-82758,336008,173698,693506,1.9344379325035406,0.21370064570457933,0.21370064570457933,1.373831460963516,0.26680105047442404,0.26680105047442404,-0.153454122240073,0.29358867029716895,-0.11902431561116879,0.17456435468600018
438,22519,2014,796705,270172,526533,0,60939,60939,465594,52761.34,52761.34,-9899,-3365.6600000000003,-6533.34,0.0,46228,46228.0,80661,-4232,-90176,456793,113330,413433,4.030645018971146,0.12761763090996606,0.12761763090996606,0.7851986485177567,0.0992882210681409,0.0992882210681409,0.13088441861364192,0.10020519131754324,-0.10721114557180131,-0.007005954254258068
439,21610,2014,23576034,6502492,17073542,1962229,47368,-1914861,18988403,840530.38,848337.38,208157,70773.38,137383.62,324206.0,977914,1302120.0,1854498,-55597,-1725202,2785239,1891833,2030433,1.4722435859824836,0.41781106788551997,0.4139660752164686,0.11892277536787621,0.06857448728047325,0.05150059222989948,-0.100843709710606,0.049687251772362176,-0.07174600140689062,-0.022058749634528446
440,21601,2014,266391,79430,186961,18635,16546,-2089,189050,-7192.72,-7192.72,1342,456.28000000000003,885.72,1146.0,-6307,-5161.0,-9698,-46637,-7005,45645,44186,46936,1.0330195084415879,-0.15324527015510483,-0.15324527015510483,0.25104700980418376,-0.027299656175614917,-0.033361544564929915,-0.011049986775985189,-0.03847176683907339,-0.4239923408329344,-0.4624641076720078
441,21652,2014,2631237,1882908,748329,25457,375337,349880,398449,157145.24,157145.24,-93514,-31794.760000000002,-61719.24,-7732.0,95426,87694.0,221996,-184849,-48020,951816,1006093,3452231,0.9460517069495563,0.04551990871989736,0.04551990871989736,4.613252994338052,0.22008839274286043,0.23949363657582276,0.8781048515619314,0.2099948552040613,-0.17640116611409626,0.033593689089965045
442,22691,2014,1326170,1019156,307014,38801,37869,-932,307946,81370.45999999999,81370.45999999999,-85731,-29148.54,-56582.46,0.0,24788,24788.0,-135855,28970,149388,451561,195258,629222,2.312637638406621,0.1293191592156663,0.1293191592156663,2.0494895998228095,0.08049463217577107,0.08049463217577107,-0.0030265046469186156,0.2650382718703381,60.71079399141631,60.97583226328665
443,22144,2014,2562235,1268992,1293243,115885,66152,-49733,1342976,112289.5,112289.5,-77375,-26307.500000000004,-51067.5,0.0,61222,61222.0,311684,-260540,-68699,205629,175950,820185,1.1686786018755329,0.1369075269603809,0.1369075269603809,0.6342079562773586,0.04558681614563477,0.04558681614563477,-0.03703193504574914,0.08682784287253054,1.0268332897673578,1.1136611326398884
444,21725,2014,1845,22633,-20788,0,0,0,-20788,-9139.720000000001,-9139.720000000001,-3308,-1124.72,-2183.2799999999997,0.0,-11323,-11323.0,-5909,0,-2785,632,17619,0,0.035870367217208696,0.0,0.0,0.0,0.5446892437944968,0.5446892437944968,0.0,0.43966326726957866,0.0,0.43966326726957866
445,23779,2014,670926,402927,267999,27956,114154,86198,181801,63856.52,63856.52,-47022,-15987.480000000001,-31034.519999999997,-118.0,32822,32704.0,-64538,-40495,82334,374806,320003,431959,1.1712577694584114,0.14783004868517613,0.14783004868517613,1.6117933275870433,0.17988899951045373,0.18053806084675003,0.4741338056446334,0.23827148608763465,-0.3600375878790691,-0.12176610179143443
446,22187,2014,962826,439405,523421,98312,0,-98312,621733,-1013548.52,-1009237.52,15872,5396.4800000000005,10475.52,0.0,-1003073,-1003073.0,88168,222858,6026,806236,168321,486839,4.78987173317649,-2.0730416421034468,-2.0818967256115473,0.9301097968938962,-1.6133501036618614,-1.6133501036618614,-0.15812575494625505,-1.928156340689426,-0.1065538286272276,-2.0347101693166536
447,23728,2014,93971,38871,55100,0,11068,11068,44032,5053.9,5053.9,-3215,-1093.1000000000001,-2121.8999999999996,0.0,2932,2932.0,3848,-17923,9604,45326,32741,85697,1.3843804404263766,0.05897405976872002,0.05897405976872002,1.5552994555353903,0.06658793604651163,0.06658793604651163,0.25136264534883723,0.09172232304900181,-0.19171485363209248,-0.09999253058309067
448,23310,2014,2296230,1837404,458826,0,0,0,458826,210985.28,210985.28,-98858,-33611.72,-65246.28,2831.0,145739,148570.0,222079,-43073,-177457,1995866,1818467,714535,1.097554148631787,0.2952763405571456,0.2952763405571456,1.557311486271484,0.3238046666928204,0.3176345717112805,0.0,0.45983723677385324,0.0,0.45983723677385324
449,23710,2014,333221,239444,93777,0,43506,43506,50271,35993.3,35993.3,-15755,-5356.700000000001,-10398.3,0.0,25595,25595.0,-5254,-29247,40990,219563,211676,685720,1.0372597743721537,0.052489791751735404,0.052489791751735404,7.312240741333163,0.5091404587137713,0.5091404587137713,0.8654293727994271,0.383817993751133,-0.2390084126327403,0.1448095811183927
450,23604,2014,633087,224543,408544,20799,76867,56068,352476,53353.6,53353.6,-18910,-6429.400000000001,-12480.599999999999,0.0,40873,40873.0,-7013,-8914,10779,569341,208476,314870,2.730966634049003,0.16944643821259567,0.16944643821259567,0.7707125793060233,0.11595966817598928,0.11595966817598928,0.15906898625722035,0.13059450144904833,-0.22259756010558604,-0.09200305865653771
451,22500,2014,2607516,858081,1749435,0,550526,550526,1198909,-528333.66,-528333.66,-128649,-43740.66,-84908.34,0.0,-613242,-613242.0,-431176,-152989,214316,886369,1190222,3540690,0.7447089702593298,-0.1492177118019369,-0.1492177118019369,2.0239048607121726,-0.5115000387852623,-0.5115000387852623,0.45918914613202505,-0.30200245222028826,-0.15423129879424405,-0.45623375101453234
452,80110,2014,19423063,12617708,6805355,0,123942,123942,6681413,485125.78,487365.78,-410533,-139581.22,-270951.78,343761.0,214174,557935.0,992556,-3289809,3041659,4383369,3567397,10787894,1.2287303599795594,0.045177101295211096,0.044969461138568846,1.5852066497633115,0.0835055399209718,0.03205519551029101,0.01855026773528294,0.07161504139019934,-2.1861175388488165,-2.1145024974586173
453,22365,2014,2159645,641847,1517798,1011417,387,-1011030,2528828,109436.58,109436.58,85787,29167.58,56619.42,3219.0,166056,169275.0,348468,-617267,25006,1339715,110607,503232,12.112388908477763,0.21746745040061047,0.21746745040061047,0.3315540012570843,0.06693812311473932,0.0656652014292787,-0.3998018054213256,0.07210220332349891,-0.0560017210171805,0.016100482306318414
454,22217,2014,686305,252723,433582,38903,52,-38851,472433,-8363.939999999999,-8363.939999999999,37109,12617.060000000001,24491.94,0.0,16128,16128.0,50217,29482,-78089,126068,112035,226392,1.1252555005132325,-0.03694450333934061,-0.03694450333934061,0.5221434469143091,0.034138174090294286,0.034138174090294286,-0.08223599960205998,-0.019290330318140512,-0.6304069393323208,-0.6496972696504614
455,22497,2014,3749872,1399466,2350406,35342,33093,-2249,2352655,226962.84,226962.84,-133574,-45415.16,-88158.84,0.0,138804,138804.0,444418,-575319,342080,942397,481029,1493014,1.9591272043889245,0.1520165517537009,0.1520165517537009,0.6352153627926409,0.058998875738261666,0.058998875738261666,-0.0009559412663565206,0.0965632490727134,39.199128501556245,39.29569175062896
456,21067,2014,2313264,1424053,889211,86531,316467,229936,659275,121548.01999999999,121548.01999999999,-39897,-13564.980000000001,-26332.019999999997,0.0,95216,95216.0,-118755,21158,103824,1433919,496050,851563,2.8906743271847595,0.14273520573345716,0.14273520573345716,0.9576613424710221,0.14442531568768724,0.14442531568768724,0.3487709984452618,0.1366919887405801,-0.11451890960963049,0.022173079130949624
457,22128,2014,496042,20826,475216,7476,0,-7476,482692,85795.48,85795.48,1272,432.48,839.52,-2750.0,86635,83885.0,45615,14134,-67641,29387,20826,0,1.4110726975895516,0.0,0.0,0.0,0.17378576815029045,0.17948298293735965,-0.015488137362956088,0.18053996498434396,-0.11229534510433387,0.0682446198800101
458,22675,2014,1403675,619045,784630,47079,102340,55261,729369,-24308.7,-24308.7,12145,4129.3,8015.7,5322.0,-16293,-10971.0,-43406,-550019,607181,215213,153293,75429,1.4039323387238818,-0.32227260072385955,-0.32227260072385955,0.09613320928335649,-0.015041768981133007,-0.02233848710323581,0.0757654904444801,-0.03098109937167837,0.14505166392211505,0.11407056455043668
459,22772,2014,3378326,1574951,1803375,246357,397747,151390,1651985,206061.34,206061.34,-130349,-44318.66,-86030.34,0.0,120031,120031.0,313167,-112614,-225237,1270727,958886,4394640,1.3252117561420231,0.046889242349771536,0.046889242349771536,2.4368974838843833,0.07265865004827525,0.07265865004827525,0.09164126792918822,0.11426427670340333,-0.5682696347182773,-0.45400535801487396
460,22586,2014,166316,9737,156579,452048,0,-452048,608627,-784525.36,-784525.36,51696,17576.640000000003,34119.36,0.0,-750406,-750406.0,-60787,60769,0,460770,9737,0,47.32155694772517,0.0,0.0,0.0,-1.2329489161670448,-1.2329489161670448,-0.7427340555052602,-5.010412379693317,-0.07547729444660745,-5.085889674139925
461,22667,2014,470625,30,470595,0,0,0,470595,-192.34,-192.34,49,16.66,32.34,0.0,-160,-160.0,-183,0,0,233001,30,0,7766.7,0.0,0.0,0.0,-0.0003399951125702568,-0.0003399951125702568,0.0,-0.00040871662469851996,0.0,-0.00040871662469851996
462,80136,2014,997536002,815919752,181616250,0,91671055,91671055,89945195,-9418501.68,-9099420.68,5181848,1761828.32,3420019.6799999997,-210144.0,-5998482,-6208626.0,-43751131,-1307588,24389819,857928542,736458997,119029597,1.1649372816338885,-0.0764467066119698,-0.07912739282818877,0.6553906767703881,-0.06902676679949385,-0.06669041075512705,1.0191879065913416,-0.05010245878328619,0.037307519587289575,-0.012794939195996613
463,1597,2014,364071,37448,326623,0,25619,25619,301004,62895.7,62895.7,-2545,-865.3000000000001,-1679.6999999999998,-186.0,61216,61030.0,19515,-184,-23228,66728,61732,3389,1.0809304736603382,18.558778400708174,18.558778400708174,0.01037587677536487,0.20275478066736655,0.20337271265498133,0.08511182575646835,0.19256359778705112,-0.06556462000858737,0.12699897777846375
464,12696,2014,435789,852640,-416851,0,37249,37249,-454100,-63533.78,-63533.78,-63867,-21714.780000000002,-42152.22,0.0,-105686,-105686.0,18898,-9755,-15074,232984,123489,442462,1.8866781656665776,-0.14359149486283568,-0.14359149486283568,-1.0614392192893864,0.23273728253688614,0.23273728253688614,-0.08202818762387139,0.15241364420380424,-1.1316336009020376,-0.9792199566982334
465,23620,2014,3230119,2082063,1148056,3417,241131,237714,910342,-5901.619999999995,-5901.619999999995,-308093,-104751.62000000001,-203341.38,-3002.0,-209243,-212245.0,89507,-383539,516225,408894,383578,494664,1.0659996141593104,-0.011930562967994426,-0.011930562967994426,0.4308709679667194,-0.23314864084047535,-0.22985097908258653,0.2611260383460282,-0.005140533214407656,-0.8554034680330145,-0.8605440012474221
466,21156,2014,1022591,399977,622614,0,165751,165751,456863,98379.72,98379.72,-28592,-9721.28,-18870.72,-899.0,79509,78610.0,89559,-114605,64056,527305,305119,1508942,1.7281945732648574,0.06519781409755974,0.06519781409755974,2.423559380290196,0.17206471086518277,0.1740324780076303,0.36280241560380244,0.1580107739305573,-0.11384981086086962,0.04416096306968767
467,80152,2014,55293635,14353958,40939677,0,0,0,40939677,0.0,-404761.0,0,0.0,0.0,103942.0,0,103942.0,-1020870,1184716,2005230,1299095,5170126,338191,0.2512695048437891,-1.1968414298428993,0.0,0.008260714905005235,0.002538906205830593,0.0,0.0,-0.009886765838431016,0.0,-0.009886765838431016
468,4863,2014,16448,13062,3386,5437,0,-5437,8823,1470.3,1470.3,-305,-103.7,-201.3,0.0,1269,1269.0,0,0,0,18421,898,15170,20.51336302895323,0.0969215557020435,0.0969215557020435,4.48021264028352,0.14382862971778307,0.14382862971778307,-0.6162303071517624,0.4342291789722386,0.03702409416957882,0.4712532731418174
469,11398,2014,502478,119425,383053,19017,39250,20233,362820,-53976.46,-53976.46,3581,1217.5400000000002,2363.46,0.0,-51613,-51613.0,-11993,-25018,31442,302137,102086,394689,2.9596320749172267,-0.1367569402744946,-0.1367569402744946,1.0303769974389967,-0.14225511272807453,-0.14225511272807453,0.05576594454550466,-0.14091120549897795,0.11681213858547917,-0.02409906691349878
470,3069,2014,1267876,182221,1085655,193653,1426,-192227,1277882,72510.78,72510.78,29067,9882.78,19184.22,0.0,91695,91695.0,165795,-201000,-26607,680824,114270,828247,5.95802922901899,0.08754728963702857,0.08754728963702857,0.7629007373428944,0.07175545159881742,0.07175545159881742,-0.15042625218916927,0.06678989181646103,-0.09979982000447388,-0.03300992818801285
471,3115,2014,308906,208718,100188,153965,75238,-78727,178915,1545.3600000000006,1443.3600000000006,52354,17800.36,34553.64,1124.0,36099,37223.0,29030,-615,-26705,185269,94054,53451,1.9698152125374784,0.027003423696469676,0.028911713532019993,0.5335070068271649,0.2080485146577984,0.20176620182768354,-0.4400245926836766,0.014406515750389273,-0.43890456895347213,-0.42449805320308287
472,23140,2014,1557527,809787,747740,9676,351379,341703,406037,189555.38,189555.38,143007,48622.380000000005,94384.62,0.0,283940,283940.0,661425,117365,-830865,734355,708292,808058,1.0367969707408808,0.23458140381012255,0.23458140381012255,1.0806670767913982,0.6992958769767287,0.6992958769767287,0.8415563113706387,0.25350439992510765,0.2762182948349883,0.5297226947600959
473,23116,2014,9097,4806,4291,0,0,0,4291,-2092.0,-2092.0,0,0.0,0.0,0.0,-2092,-2092.0,2816,-63,0,7929,2372,17404,3.3427487352445193,-0.12020225235578028,-0.12020225235578028,4.055931018410627,-0.4875320438126311,-0.4875320438126311,0.0,-0.4875320438126311,0.0,-0.4875320438126311
474,8745,2014,113081,38670,74411,4967,25619,20652,53759,9761.26,9761.26,-6711,-2281.7400000000002,-4429.26,0.0,5332,5332.0,-7239,-8537,6424,45525,39533,184232,1.151569574785622,0.052983520778149294,0.052983520778149294,2.475870503017027,0.09918339254822449,0.09918339254822449,0.3841589315277442,0.1311803362406096,-0.21447123765252762,-0.08329090141191803
475,13986,2014,28119456,16008969,12110487,0,1795355,1795355,10315132,790211.9199999999,790211.9199999999,-1593512,-541794.0800000001,-1051717.92,-7040.0,-261506,-268546.0,1464814,-1397770,-186787,6609424,3067645,7264599,2.154559605169438,0.10877571081349431,0.10877571081349431,0.5998601872905689,-0.026034179688636073,-0.025351687210595074,0.174050608368366,0.06525021826124745,-0.5857994212843699,-0.5205492030231225
476,22349,2014,606955,155135,451820,189554,65081,-124473,576293,103896.78,103896.78,13417,4561.780000000001,8855.22,0.0,112752,112752.0,109965,-48021,-64899,618653,178803,1052909,3.45996991101939,0.09867593495734199,0.09867593495734199,2.3303727147979285,0.1956504764069666,0.1956504764069666,-0.21598908888360607,0.22995170643176485,-0.07114169337928707,0.15881001305247777
477,21350,2014,3926421,1762217,2164204,29099,457772,428673,1735531,224382.46,224382.46,11869,4035.4600000000005,7833.539999999999,0.0,232216,232216.0,320671,332,-174669,2720652,858910,1835613,3.1675635398353728,0.12223843478990397,0.12223843478990397,0.8481700431197798,0.13380112484305956,0.13380112484305956,0.24699818096017875,0.10367897850664724,0.01827392907880832,0.12195290758545556
478,19739,2014,5697454,3741059,1956395,0,300891,300891,1655504,510281.33999999997,510281.33999999997,-151049,-51356.66,-99692.34,0.0,410589,410589.0,253387,-194320,320382,1962658,1398380,3892216,1.4035226476351206,0.13110303744704815,0.13110303744704815,1.989483718778672,0.24801450192811372,0.24801450192811372,0.18175190153572568,0.2608273584833328,-0.33132376840782873,-0.0704964099244959
479,2453,2014,34006009,18424396,15581613,993994,5290655,4296661,11284952,3863555.08,3863555.08,-1100988,-374335.92000000004,-726652.08,-40694.0,3136903,3096209.0,3733930,-4298842,-749772,6554378,10123317,19539578,0.6474535964842354,0.19772970941337628,0.19772970941337628,1.2540151010039846,0.27436616478297826,0.2779722058188639,0.3807425144564195,0.24795604152150358,-0.16912017959992653,0.07883586192157704
480,5983,2014,6349,130659,-124310,0,24420,24420,-148730,-7632.4400000000005,-7632.4400000000005,-7916,-2691.44,-5224.5599999999995,0.0,-12857,-12857.0,0,0,0,3152,154373,0,0.020418078290892837,0.0,0.0,0.0,0.08644523633429704,0.08644523633429704,-0.16419014321253278,0.061398439385407455,-0.21394594594594593,-0.15254750656053848
481,4707,2014,1547593,1514752,32841,1314102,0,-1314102,1346943,20724.600000000006,20724.600000000006,69990,23796.600000000002,46193.399999999994,8524.0,66918,75442.0,141447,-261299,4998,1683279,1163542,24676,1.4466852077535663,0.8398686983303617,0.8398686983303617,0.7513778508571602,0.05600979402988842,0.049681389635641594,-0.9756181219249812,0.6310587375536678,-0.03515206582137459,0.5959066717322932
482,3077,2014,683384,185316,498068,0,180396,180396,317672,6946.84,6946.84,-26274,-8933.16,-17340.84,0.0,-10394,-10394.0,4514,-17551,-5565,249297,223068,563973,1.1175829791812362,0.012317681874841526,0.012317681874841526,1.132321289462483,-0.0327192827822408,-0.0327192827822408,0.5678687451207535,0.013947573423709213,-0.0961265216523648,-0.08217894822865558
483,19445,2014,10161975,4016618,6145357,0,608793,608793,5536564,441664.62,441664.62,-187157,-63633.380000000005,-123523.62,-15596.0,318141,302545.0,841913,-863646,90834,1189401,1022820,4131432,1.1628644336246847,0.106903519167204,0.106903519167204,0.6722851089041695,0.0546449025063198,0.057461812055274716,0.10995863138220745,0.07186964402556272,-0.20289921204744468,-0.13102956802188198
484,23574,2014,1885673,929424,956249,0,45177,45177,911072,1795.8600000000006,1795.8600000000006,-15171,-5158.14,-10012.86,2035.0,-8217,-6182.0,63454,-616,-16359,264848,334696,469540,0.7913091282835767,0.0038247220684073787,0.0038247220684073787,0.4910227357100504,-0.0067854132274946435,-0.009019045695620105,0.049586640792385235,0.0018780254933599937,-0.22163623082542003,-0.21975820533206003
485,23159,2014,10382032,2458697,7923335,649,0,-649,7923984,2011020.32,2693349.3200000003,2190398,744735.3200000001,1445662.68,3883.0,3456683,3460566.0,1525207,1178825,-2394889,2964080,1431921,0,2.0700024652197992,0.0,0.0,0.0,0.43672046788585134,0.43623043660865546,-8.190324463047882e-05,0.33992622046145976,-2227.523389830508,-2227.1834636100466
486,23485,2014,2584860,1129185,1455675,0,127425,127425,1328250,155306.32,155306.32,-33652,-11441.68,-22210.32,0.0,133096,133096.0,73152,-273583,-210836,159164,377476,915441,0.4216532971632634,0.169651916398763,0.169651916398763,0.6288773249523417,0.10020402785620176,0.10020402785620176,0.09593450028232636,0.10669024335789239,-0.17430111830488523,-0.06761087494699285
487,22942,2014,2037244,816165,1221079,197757,103415,-94342,1315421,236405.48,236405.48,113872,38716.48,75155.51999999999,-20852.0,311561,290709.0,411267,-3049,-456553,498329,113638,395342,4.385232052658441,0.597977143840017,0.597977143840017,0.3237644738792494,0.22100072904416151,0.23685268822681105,-0.07172000447005179,0.19360375536717936,-0.7966284369633884,-0.603024681596209
488,3395,2014,282353,99361,182992,8762,40294,31532,151460,9289.94,9484.94,3241,1101.94,2139.06,-335.0,11429,11094.0,28175,-5896,-7802,166356,62915,193874,2.6441389175872207,0.04892321817262758,0.047917410276777705,1.0594670805281106,0.07324706193054271,0.07545886702759805,0.2081869800607421,0.05183253912739355,0.06783775212482557,0.11967029125221912
489,4081,2014,441405,82721,358684,0,87093,87093,271591,7746.44,7746.44,-10284,-3496.5600000000004,-6787.44,-10.0,959,949.0,-28453,-1894,25236,232660,118933,406434,1.9562274557944388,0.019059527500159927,0.019059527500159927,1.1331255366841009,0.0034942247718076076,0.003531044843164906,0.320677047472118,0.021596837327564095,-0.07793324377389686,-0.05633640644633277
490,22373,2014,689648,527356,162292,27420,76091,48671,113621,45883.78,45883.78,-46083,-15668.220000000001,-30414.78,514.0,15469,15983.0,18795,-6995,-20548,484373,371849,924003,1.3026067032585809,0.049657609336766224,0.049657609336766224,5.693459936410914,0.14066941850538192,0.13614560688605098,0.4283627146390192,0.282723609296823,-0.6249055905980974,-0.34218198130127436
491,3158,2014,3256727,1055934,2200793,0,600039,600039,1600754,4108.5,4108.5,-142525,-48458.5,-94066.5,-1781.0,-89958,-91739.0,-111569,-39335,166829,1665402,933509,2449583,1.7840235070042174,0.0016772242459226734,0.0016772242459226734,1.113045615830294,-0.05730986772483467,-0.05619726703790839,0.3748477280081762,0.0018668270936885022,-0.15676731012484188,-0.1549004830311534
492,14133,2014,67510,54909,12601,4257,38603,34346,-21745,-23180.14,-23180.14,-14271,-4852.14,-9418.86,0.0,-32599,-32599.0,-13220,-1958,18563,61697,63731,104263,0.9680846056079458,-0.2223237390061671,-0.2223237390061671,8.27418458852472,1.499149229707979,1.499149229707979,-1.5794895378247873,-1.8395476549480199,-0.2742345542421243,-2.113782209190144
493,11800,2014,3327845,1169340,2158505,32247,615382,583135,1575370,-29414.26000000001,-29414.26000000001,-151339,-51455.26,-99883.73999999999,4245.0,-129298,-125053.0,-121315,-35008,173557,1683990,952969,2449583,1.7670984050897773,-0.012007864195661062,-0.012007864195661062,1.1348516681684777,-0.07938008213943391,-0.08207468721633648,0.3701574868126218,-0.013627144713586491,-0.17128750632357856,-0.18491465103716506
494,12866,2014,591391,1467213,-875822,0,0,0,-875822,386627.32,386567.32,-79602,-27064.68,-52537.32,0.0,334090,334090.0,1,0,0,8435,55115,34415,0.15304363603374763,11.232524190033416,11.234267615865175,-0.03929451418210549,-0.38145878957139695,-0.38145878957139695,0.0,-0.4413765810861111,0.0,-0.4413765810861111
495,13781,2014,2383062,1183328,1199734,46832,99874,53042,1146692,166930.62,166930.62,-69157,-23513.38,-45643.619999999995,0.0,121287,121287.0,230103,-212156,-85285,440392,186001,305326,2.3676861952355095,0.5467291354159161,0.5467291354159161,0.25449474633543767,0.10577120970583208,0.10577120970583208,0.046256536192805044,0.13913969263186673,-0.8605184570717543,-0.7213787644398876
